hour,plug,value
3,0,1.3640000000000001
3,1,11.265000000000001
3,2,3.7949999999999999
3,3,6.9960000000000004
3,4,12.747999999999999
3,5,52.195999999999998
3,6,39.658999999999999
3,7,298.38099999999997
3,8,30.297999999999998
3,9,0.77100000000000002
3,11,282.11500000000001
4,0,735.87199999999996
4,1,734.54300000000001
4,2,16105.571
4,3,1970.8630000000001
4,4,4081.7919999999999
4,5,6368.8620000000001
4,6,4957.7380000000003
4,7,35357.036999999997
4,8,1926.4110000000001
4,9,90.259
4,11,32521.637999999999
5,0,98.716999999999999
5,1,1554.5599999999999
5,2,16136.773999999999
5,3,2562.6709999999998
5,4,7019.0129999999999
5,5,3766.375
5,6,1697.6079999999999
5,7,34877.489999999998
5,8,139.422
5,9,3864.0520000000001
5,11,32011.280999999999
6,0,1815.357
6,1,4568.3509999999997
6,2,16079.954
6,3,2.335
6,4,993.28499999999997
6,5,982.79700000000003
6,6,1811.3499999999999
6,7,34706.040999999997
6,8,2667.1509999999998
6,9,4375.0119999999997
6,11,31709.886999999999
7,0,31.844999999999999
7,1,1925.752
7,2,16001.538
7,3,187.39500000000001
7,4,1882.047
7,5,1065.9970000000001
7,6,551.58199999999999
7,7,33872.663
7,8,4672.5709999999999
7,9,6222.0630000000001
7,11,30876.510999999999
8,0,3793.8739999999998
8,1,1392.549
8,2,16351.857
8,3,2313.5929999999998
8,4,1022.746
8,5,1593.8409999999999
8,6,4332.0500000000002
8,7,34207.565000000002
8,8,2019.8810000000001
8,9,400.97500000000002
8,11,31338.383000000002
9,0,784.57399999999996
9,1,1856.8989999999999
9,2,16172.916999999999
9,3,619.03399999999999
9,4,2490.3760000000002
9,5,2926.1480000000001
9,6,1471.845
9,7,34531.862000000001
9,8,5032.1440000000002
9,9,1653.4549999999999
9,11,31635.006000000001
10,0,2309.607
10,1,771.35299999999995
10,2,16451.080999999998
10,3,967.76900000000001
10,4,3186.6900000000001
10,5,1137.067
10,6,3812.9960000000001
10,7,34613.275999999998
10,8,3069.424
10,9,1722.2819999999999
10,11,31600.937000000002
11,0,283.92399999999998
11,1,745.80999999999995
11,2,16419.185000000001
11,3,3153.4180000000001
11,4,2991.3820000000001
11,5,731.601
11,6,2555.2310000000002
11,7,34336.084000000003
11,8,125.998
11,9,6314.6869999999999
11,11,31618.857
12,0,9688.0640000000003
12,1,984.46400000000006
12,2,62917.898999999998
12,3,5853.2560000000003
12,4,1835.5350000000001
12,5,42232.021999999997
12,6,32801.883999999998
12,7,34168.866999999998
12,8,1499.325
12,9,486.78500000000003
12,11,31213.276000000002
13,0,13060.679
13,1,12982.683999999999
13,2,62262.485000000001
13,3,12287.974
13,4,25432.126
13,5,232441.48300000001
13,6,180542.87
13,7,4311.1499999999996
13,8,18891.383999999998
13,9,26670.531999999999
13,11,5201.2629999999999
14,0,16039.727000000001
14,1,18658.948
14,2,43819.118000000002
14,3,17657.669000000002
14,4,686.31899999999996
14,5,208606.97500000001
14,6,162434.802
14,7,25847.824000000001
14,8,34465.851999999999
14,9,16543.646000000001
14,11,4921.1599999999999
15,0,27011.383999999998
15,1,5856.0450000000001
15,2,31177.495999999999
15,3,87113.058999999994
15,4,15889.875
15,5,223037.89600000001
15,6,173215.33199999999
15,7,15368.079
15,8,2675.4859999999999
15,9,19160.616000000002
15,11,23247.523000000001
16,0,7915.4260000000004
16,1,49408.822999999997
16,2,16954.749
16,3,6487.2560000000003
16,4,30063.639999999999
16,5,239603.52499999999
16,6,187389.16399999999
16,7,6463.9790000000003
16,8,3693.5450000000001
16,9,17864.493999999999
16,11,30733.936000000002
17,0,16910.632000000001
17,1,48758.925999999999
17,2,34171.425999999999
17,3,10763.096
17,4,6252.3459999999995
17,5,232821.02499999999
17,6,181801.984
17,7,3896.8800000000001
17,8,5157.1440000000002
17,9,1058.1099999999999
17,11,7294.1679999999997
18,0,8194.1129999999994
18,1,26567.462
18,2,11028.375
18,3,9452.5900000000001
18,4,17996.272000000001
18,5,229413.96599999999
18,6,177872.11199999999
18,7,19208.521000000001
18,8,35932.362999999998
18,9,24615.088
18,11,11878.389999999999
19,0,20.933
19,1,36963.474000000002
19,2,17189.268
19,3,560.89599999999996
19,4,25529.611000000001
19,5,214777.323
19,6,166774.30100000001
19,7,26348.268
19,8,24490.155999999999
19,9,21979.687999999998
19,11,38491.974999999999
20,0,3438.2840000000001
20,1,1002.01
20,2,27223.241999999998
20,3,7906.5290000000005
20,4,22879.659
20,5,223076.272
20,6,173038.364
20,7,49452.633999999998
20,8,7875.9690000000001
20,9,9447.9930000000004
20,11,53630.68
21,0,289.08800000000002
21,1,19867.856
21,2,22975.076000000001
21,3,9792.4249999999993
21,4,8457.3709999999992
21,5,224807.81899999999
21,6,174232.288
21,7,31247.521000000001
21,8,6348.0029999999997
21,9,13255.368
21,11,69322.173999999999
22,0,6144.4570000000003
22,1,38386.684000000001
22,2,28800.52
22,3,21907.433000000001
22,4,2271.2249999999999
22,5,210252.54199999999
22,6,163634.573
22,7,58519.239999999998
22,8,3966.8800000000001
22,9,3853.279
22,11,9375.4509999999991
23,0,6271.143
23,1,6922.0950000000003
23,2,36977.599000000002
23,3,8277.0519999999997
23,4,13614.23
23,5,206888.296
23,6,161162.95600000001
23,7,51180.392999999996
23,8,28227.359
23,9,2684.9699999999998
23,11,24539.906999999999
24,0,2553.462
24,1,10529.960999999999
24,2,19957.593000000001
24,3,11579.549000000001
24,4,16615.982
24,5,200871.704
24,6,156068.95600000001
24,7,47715.684000000001
24,8,1601.569
24,9,66321.763999999996
24,11,10276.481
25,0,2991.3470000000002
25,1,24494.069
25,2,24668.210999999999
25,3,10780.129999999999
25,4,7356.0069999999996
25,5,206553.932
25,6,160966.35500000001
25,7,37629.603999999999
25,8,10647.291999999999
25,9,14745.66
25,11,66666.001999999993
26,0,14184.731
26,1,2933.3800000000001
26,2,12301.690000000001
26,3,2846.491
26,4,6781.1570000000002
26,5,19913.118999999999
26,6,14331.725
26,7,6536.1329999999998
26,8,2964.1500000000001
26,9,65439.089
26,11,51743.517999999996
27,0,12617.029
27,1,1484.434
27,2,14820.197
27,3,1189.4000000000001
27,4,8749.0120000000006
27,5,2020.0050000000001
27,6,6444.0900000000001
27,7,38169.171000000002
27,8,51938.561999999998
27,9,9599.8639999999996
27,11,41546.275000000001
28,0,3582.7150000000001
28,1,3466.2660000000001
28,2,2609.991
